epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,565.567,0.00973,1.43824,1.85751,0.61003,0.68246,0.71282,0.39203,0.01084,1.35325,1.967,0.00692579,0.00692579,0.00692579
61,574.772,0.00986,1.43555,1.85829,0.65446,0.68811,0.7205,0.38724,0.01093,1.36414,1.96715,0.00687368,0.00687368,0.00687368
62,583.94,0.00977,1.43029,1.84613,0.70482,0.6905,0.73125,0.39224,0.01096,1.3282,1.95656,0.00682158,0.00682158,0.00682158
63,593.169,0.00988,1.45196,1.8625,0.61147,0.70464,0.68437,0.36261,0.01125,1.37513,1.97829,0.00676947,0.00676947,0.00676947
64,602.487,0.00983,1.43968,1.84693,0.76719,0.63764,0.70915,0.38989,0.01071,1.40006,1.93258,0.00671737,0.00671737,0.00671737
65,611.77,0.00977,1.41007,1.8572,0.77709,0.63249,0.71823,0.38855,0.01076,1.32183,1.93381,0.00666526,0.00666526,0.00666526
66,620.989,0.00981,1.42729,1.84615,0.86227,0.59399,0.7188,0.39067,0.01074,1.33285,1.93302,0.00661316,0.00661316,0.00661316
67,630.268,0.00975,1.43071,1.8487,0.62426,0.68329,0.70257,0.36694,0.01117,1.38649,1.99681,0.00656105,0.00656105,0.00656105
68,639.55,0.00967,1.40554,1.84463,0.64014,0.65112,0.71769,0.38992,0.0106,1.35601,1.91371,0.00650895,0.00650895,0.00650895
69,648.97,0.00962,1.38547,1.82865,0.6149,0.69897,0.72415,0.36889,0.01123,1.38046,1.98767,0.00645684,0.00645684,0.00645684
70,658.224,0.00954,1.39075,1.83487,0.78909,0.63481,0.7232,0.38202,0.01094,1.37123,1.96104,0.00640474,0.00640474,0.00640474
71,667.418,0.00969,1.39658,1.83508,0.6219,0.66506,0.70205,0.36703,0.01084,1.40631,1.94509,0.00635263,0.00635263,0.00635263
72,676.593,0.00966,1.37773,1.82699,0.68155,0.67941,0.72622,0.38811,0.01081,1.34771,1.9507,0.00630053,0.00630053,0.00630053
